title,tmdbId,genres,keywords,poster_url,top_cast,director
Find Me Guilty,9950,['Drama'],"['court case', 'staatsanwältin', 'family clan', 'gangster']",https://image.tmdb.org/t/p/w500//8M0dkX7jOor7exKor1txoUl9Ynu.jpg,"['Vin Diesel', 'Alex Rocco', 'Frank Pietrangolare', 'Richard DeDomenico']",Sidney Lumet
Inside Man,388,"['Crime', 'Drama', 'Thriller']","['bank manager', 'kidnapping', 'nazi background', 'document', 'ultimatum', 'court case', 'heist', 'financial transactions']",https://image.tmdb.org/t/p/w500//mf4i9zZVXMmqWsEb9D0OAY7k3t.jpg,"['Denzel Washington', 'Clive Owen', 'Jodie Foster', 'Christopher Plummer']",Spike Lee
Tsotsi,868,"['Crime', 'Drama']","['slum', 'baby', 'fight', 'nudity', 'leader', 'johannesburg', 'police', 'love', 'friends', 'murder', 'gang', 'teenager', 'violence', 'criminal', 'hijack']",https://image.tmdb.org/t/p/w500//fvPGF7NYuZJACYVRAAF3FXicVf0.jpg,"['Presley Chweneyagae', 'Jerry Mofokeng', 'Terry Pheto', 'Kenneth Nkosi']",Gavin Hood
Aquamarine,14191,"['Fantasy', 'Romance', 'Family', 'Comedy']","['female friendship', 'mermaid', 'teenager', 'woman director']",https://image.tmdb.org/t/p/w500//g2Hvucs1Q1nir3pyIXuIwo66uFV.jpg,"['Emma Roberts', ""Joanna 'JoJo' Levesque"", 'Sara Paxton', 'Jake McDorman']",Elizabeth Allen Rosenbaum
Leprechaun in the Hood,18011,['Horror'],['leprechaun'],https://image.tmdb.org/t/p/w500//lCRwtuxnJWkZ04gwtfYF9h1GUkl.jpg,"['Warwick Davis', 'Ice-T', 'Anthony Montgomery', 'Rashaan Nall']",Rob Spera
Lights in the Dusk,1379,"['Crime', 'Drama']","['prison', 'night watchman', 'helsinki', ""love of one's life"", 'despair', 'loser', 'friendship', 'unsociability', 'teacher', 'wrongful arrest']",https://image.tmdb.org/t/p/w500//qLs0LoxaQIfwIGsA3ZRZYSzfYkA.jpg,"['Janne Hyytiäinen', 'Maria Heiskanen', 'Maria Järvenhelmi', 'Ilkka Koivula']",Aki Kaurismäki
The Hills Have Eyes,9792,"['Horror', 'Thriller']","['ambush', 'rape', 'gas station', 'new mexico', 'van', 'gore', 'serial killer', 'slasher', 'brutality', 'killer', 'desert', 'family holiday', 'madness', 'axe in the head', 'ghost town', 'cannibalism', 'nuclear testing', 'stranded in the desert', 'graphic violence', 'human monster']",https://image.tmdb.org/t/p/w500//qj4C2c96T1n3YnYxFG5l5bSTKbM.jpg,"['Aaron Stanford', 'Kathleen Quinlan', 'Vinessa Shaw', 'Emilie de Ravin']",Alexandre Aja
A Personal Journey with Martin Scorsese Through American Movies,55676,['Documentary'],"['film making', 'archive footage', 'b movie', 'director', 'cinemascope', 'technicolor', 'shot', 'close-up', 'double exposure effects', 'motion pictures', 'genre film', 'film clips']",https://image.tmdb.org/t/p/w500//8yLgV0zrd7u4c4dGqHvRP9MqvSL.jpg,"['Martin Scorsese', 'Brian De Palma', 'Gregory Peck', 'Frank Capra']",Martin Scorsese
Unknown White Male,35555,['Documentary'],"['amnesia', 'memory', 'memory loss']",https://image.tmdb.org/t/p/w500//hsFJ2DACY37jwb2huAvyQ9BFVj4.jpg,"['Doug Bruce', 'Rupert Murray']",Rupert Murray
The Lives of Others,582,"['Drama', 'Thriller']","['germany', 'berlin', 'suicide', 'berlin wall', 'corruption', 'german democratic republic', 'stasi', 'blackmail', 'cold war', 'soviet union', 'nudity', 'propaganda', 'freedom of speech', 'house search', ""artists' life"", 'spying', 'arts', 'government', 'interrogation', 'surveillance', 'minister for education', 'heartbreak', 'east germany', 'communism', 'mfs']",https://image.tmdb.org/t/p/w500//bCywq0RkrdI2qzhPNuuJ9PvGuzd.jpg,"['Martina Gedeck', 'Ulrich Mühe', 'Sebastian Koch', 'Ulrich Tukur']",Florian Henckel von Donnersmarck
Nanook of the North,669,['Documentary'],"['canada', 'winter', 'ice', 'fishing', 'polar zone', 'harpoon', 'inuit', 'quebec', 'husky', 'kayak', 'walrus', 'arctic']",https://image.tmdb.org/t/p/w500//9WAboi1QbKu41WkyGxQVNpXwwxx.jpg,"['Allakariallak', 'Nyla', 'Cunayou', 'Allee']",Robert J. Flaherty
Youth of the Beast,37939,"['Drama', 'Action', 'Crime', 'Mystery', 'Foreign']","['japanese', 'yakuza']",https://image.tmdb.org/t/p/w500//dWHa0JT3Syj6WbiwpXBbZMHoKEv.jpg,"['Jô Shishido', 'Misako Watanabe', 'Tamio Kawaji', 'Ichiro Kijima']",Seijun Suzuki
Take the Lead,12763,['Music'],"['dancing master', 'dance', 'musical', 'woman director']",https://image.tmdb.org/t/p/w500//vkGSs0eeOOISEe9jddBZnRSkn46.jpg,"['Antonio Banderas', 'Rob Brown', 'Yaya DaCosta', 'Alfre Woodard']",Liz Friedlander
The Devil and Daniel Johnston,13222,['Documentary'],"['west virginia', 'independent film', 'archive footage', 'infatuation \xa0']",https://image.tmdb.org/t/p/w500//7c5FUlodgZl52tMlpw2G64kqttt.jpg,['Daniel Johnston'],Jeff Feuerzeig
Lucky Number Slevin,186,"['Drama', 'Thriller', 'Crime', 'Mystery']","['assassination', 'assassin', 'identity', 'sniper', 'mistake in person', 'jew', 'gangster boss', 'gambling debts', 'boss', 'murder', 'sniper rifle', 'fbi agent', 'horse racing', 'gambler', 'slevin', 'caso', 'hoodlum', 'black men']",https://image.tmdb.org/t/p/w500//x21s3p5wPww534nYj1cWakTcqz4.jpg,"['Josh Hartnett', 'Bruce Willis', 'Lucy Liu', 'Morgan Freeman']",Paul McGuigan
The Wild Blue Yonder,8410,"['Drama', 'Science Fiction']","['extraterrestrial technology', 'alien', 'independent film']",https://image.tmdb.org/t/p/w500//iEs4KhPaQ0F514PscPJDtp0YclB.jpg,"['Brad Dourif', 'Donald Williams', 'Ellen Baker', 'Franklin Chang-Diaz']",Werner Herzog
Volver,219,"['Comedy', 'Drama', 'Romance']","['child abuse', 'rape', 'fire', 'sexual abuse', 'madrid', 'secret', 'return', 'solidarity', 'village', 'superstition', 'crime', 'death', 'ghost', 'abusive father']",https://image.tmdb.org/t/p/w500//vZ3tOiVo4fernilWIxNF6a1zbA3.jpg,"['Penélope Cruz', 'Carmen Maura', 'Lola Dueñas', 'Blanca Portillo']",Pedro Almodóvar
Akeelah and the Bee,13751,['Drama'],"['black people', 'spelling', 'spelling bee']",https://image.tmdb.org/t/p/w500//oyIAupl1jqjuVVFXYtfoUgNsDdE.jpg,"['Keke Palmer', 'Laurence Fishburne', 'Angela Bassett', 'Curtis Armstrong']",Doug Atchison
Lisbela and the Prisoner,52345,"['Comedy', 'Romance']","['brazilian', 'romance', 'comedy']",https://image.tmdb.org/t/p/w500//cZoykE7XMqPBdZBfM6ncSVMT8Wh.jpg,"['Selton Mello', 'Débora Falabella', 'Virginia Cavendish', 'Bruno Garcia']",Guel Arraes
Stay Alive,10069,"['Horror', 'Thriller']","['video game', 'hacker', 'virtual reality', 'virtual fight', 'baroness']",https://image.tmdb.org/t/p/w500//hsSJwroE7jugEROB8tmyxJP91Ho.jpg,"['Jon Foster', 'Samaire Armstrong', 'Frankie Muniz', 'Jimmi Simpson']",William Brent Bell
Basic Instinct 2,3093,"['Crime', 'Mystery', 'Thriller']","['male nudity', 'sex', 'legs', 'soho london', 'playing god', 'jacuzzi']",https://image.tmdb.org/t/p/w500//2cyAr10tG9p9mUEc7BA98RsetCp.jpg,"['Sharon Stone', 'David Morrissey', 'Charlotte Rampling', 'David Thewlis']",Michael Caton-Jones
Brick,9270,"['Drama', 'Mystery']","['california', 'lone wolf', 'leave', 'high school', 'independent film', 'call']",https://image.tmdb.org/t/p/w500//5WVk8JpNIxepn4fpZzQeCumkOL5.jpg,"['Joseph Gordon-Levitt', 'Nora Zehetner', 'Lukas Haas', 'Noah Fleiss']",Rian Johnson
Slither,9035,"['Comedy', 'Horror', 'Science Fiction']","['small town', 'mutant', 'meteor', 'meat', 'alien', 'violence', 'parasite', 'slug', 'bodily dismemberment', 'aftercreditsstinger', 'duringcreditsstinger', 'body horror']",https://image.tmdb.org/t/p/w500//7D4ZS7LUnc89ptIt0yW7L4SYPOG.jpg,"['Nathan Fillion', 'Don Thompson', 'Elizabeth Banks', 'Gregg Henry']",James Gunn
The Benchwarmers,9957,['Comedy'],"['baseball', 'pizza', 'sport', 'paperboy', 'team', 'homerun', 'video store']",https://image.tmdb.org/t/p/w500//5yMPCr4qhuNg6fT538xicHaMaG7.jpg,"['Jon Heder', 'Rob Schneider', 'David Spade', 'Jon Lovitz']",Dennis Dugan
Renaissance,9389,"['Action', 'Animation', 'Science Fiction']","['paris', 'japanese', 'identity', 'underworld', 'monopoly', 'future', 'beauty', 'victim', 'dystopia', 'boss', 'police', 'president', 'animation', 'disappearance', 'cgi', 'black and white', 'theft', 'scientist', 'researcher', 'corporation']",https://image.tmdb.org/t/p/w500//btM2H1pXnudIALp4p6MnTBboRAN.jpg,"['Daniel Craig', 'Catherine McCormack', 'Romola Garai', 'Jonathan Pryce']",Christian Volckman
Friends with Money,8998,"['Comedy', 'Drama', 'Romance']","['midlife crisis', 'marriage', 'money', 'divorce', 'fashion', 'woman director']",https://image.tmdb.org/t/p/w500//hJmfZ1b6ZzT4bORo4f2FyWbkgAx.jpg,"['Catherine Keener', 'Jason Isaacs', 'Timm Sharp', 'Jennifer Aniston']",Nicole Holofcener
Magic,34193,"['Drama', 'Horror', 'Thriller']","['magic', 'alter ego', 'ventriloquist', 'evil doll', 'high school sweetheart', 'ventriloquist dummy']",https://image.tmdb.org/t/p/w500//edxr6rPbpLh1V6dTiMIiyHNKRi9.jpg,"['Anthony Hopkins', 'Ann-Margret', 'Burgess Meredith', 'Ed Lauter']",Richard Attenborough
Scary Movie 4,4257,['Comedy'],"['haunted house', 'alien life-form', 'riesen-ipod']",https://image.tmdb.org/t/p/w500//jvMnognzI6wrn7OJFla8MLLYep7.jpg,"['Anna Faris', 'Regina Hall', 'Craig Bierko', 'Bill Pullman']",David Zucker
Hard Candy,2652,"['Drama', 'Thriller']","['suicide', 'rape', 'age difference', 'photographer', 'ice', 'shower', 'menace', 'lie', 'pedophilia', 'manipulation', 'bedroom', 'sadism', 'electric shock', 'coffee shop', 'castration', 'insanity', 'vigilante', 'sociopath', 'deception', 'neighbor', 'teenage girl', 'crying', 'torture', 'sadist', 'pedophile', 'cruelty', 'older man younger woman relationship', 'one day', 'justice', 'drinking', 'rooftop', 'held captive', 'mental illness', 'threat', 'sexual torture', 'screaming', 'electrical torture', 'childhood sexual abuse', 'photo studio', 'verbal abuse']",https://image.tmdb.org/t/p/w500//uHTmlcivbPeclEdmtuQg3zOQWPS.jpg,"['Patrick Wilson', 'Ellen Page', 'Sandra Oh', 'Odessa Rae']",David Slade
La Chinoise,1629,"['Comedy', 'Drama']","['paris', 'roommate', 'discussion', 'politics', 'independent film', 'communism', 'may 68']",https://image.tmdb.org/t/p/w500//aQacTbz1S0EwTmrx4CxobALHlEr.jpg,"['Anne Wiazemsky', 'Jean-Pierre Léaud', 'Juliet Berto', 'Michel Semeniako']",Jean-Luc Godard
A Prairie Home Companion,9526,"['Drama', 'Comedy', 'Music']","['usa', 'country music', 'commercial', 'radio presenter', 'radio transmission', 'bühnenauftritt', 'backstage', 'singer']",https://image.tmdb.org/t/p/w500//asMi90blB9dYIpeW1qEVDfiNEa.jpg,"['Meryl Streep', 'Lindsay Lohan', 'Virginia Madsen', 'Woody Harrelson']",Robert Altman
The Sentinel,5820,"['Action', 'Thriller', 'Crime']","['usa president', 'agent']",https://image.tmdb.org/t/p/w500//wPFVeVYuFhCnnOAZZHpMROCbssE.jpg,"['Michael Douglas', 'Kiefer Sutherland', 'Eva Longoria', 'Martin Donovan']",Clark Johnson
Silent Hill,588,"['Horror', 'Mystery']","['monster', 'mother role', 'burning of witches', 'fog', 'suffering', 'darkness', 'sadism', 'supernatural', 'revenge', 'surrealism', 'gore', 'survival', 'good vs evil', 'blood', 'another dimension', 'torture', 'creature', 'violence', 'demon', 'witch burning', 'based on video game', 'dismemberment', 'religious fanatic', 'ghost town', 'sleepwalking']",https://image.tmdb.org/t/p/w500//r0bEDWO2w4a43K2xTNSF284qOsc.jpg,"['Radha Mitchell', 'Sean Bean', 'Laurie Holden', 'Deborah Kara Unger']",Christophe Gans
23,1557,"['Drama', 'Thriller']","['spy', 'german democratic republic', 'cold war', 'cocaine', 'hacker', 'psychology', 'court case', 'kgb', 'hannover', 'computer', 'delusion', 'based on true story', 'conspiracy theory', 'hospital', 'best friend']",https://image.tmdb.org/t/p/w500//8u2JhyrRmpu1qPYmd0hXh7Up8gz.jpg,"['Fabian Busch', 'August Diehl', 'Dieter Landuris', 'Jan-Gregor Kremp']",Hans-Christian Schmid
The Glass Key,17131,"['Crime', 'Drama', 'Thriller']",['film noir'],https://image.tmdb.org/t/p/w500//wMUEEEdqKWIN9BxcSFx3dlFb7i1.jpg,"['Brian Donlevy', 'Veronica Lake', 'Alan Ladd', 'Bonita Granville']",Stuart Heisler
The Protector,8982,"['Action', 'Crime', 'Drama', 'Thriller']","['buddhism', 'elephant', 'sydney', 'australia', 'fighter', 'tempel', 'gang', 'animal']",https://image.tmdb.org/t/p/w500//uKE9BxgtT5g2pE3ZKC7MnzsAbTZ.jpg,"['Tony Jaa', 'Petchtai Wongkamlao', 'Bongkoj Khongmalai', 'Xing Jing']",Prachya Pinkaew
Mission: Impossible III,956,"['Adventure', 'Action', 'Thriller']","['berlin', 'cia', 'vatican', 'white house', 'secret identity', 'secret', 'explosive', 'mobile phone', 'map', 'traitor', 'mask', 'honeymoon', 'shanghai', 'pretended murder', 'secret mission', 'letter', 'funeral', 'covered investigation', 'to shoot dead', 'secret agent', 'video', 'stamp', 'hard drive', 'e-mail', 'decipherment', 'suitcase', 'computer', 'revenge', 'murder', 'mission', 'hospital', 'duel', 'disguise', 'celebration', 'good and bad', 'research laboratory', 'blast']",https://image.tmdb.org/t/p/w500//5l0hS4A119jCA1A02XsFZHq1uRD.jpg,"['Tom Cruise', 'Philip Seymour Hoffman', 'Ving Rhames', 'Billy Crudup']",J.J. Abrams
RV,9530,['Comedy'],"['father son relationship', 'workaholic', 'camping', 'colorado', 'rocky mountains', 'marriage', 'slapstick', 'car crash', 'family vacation', 'family holiday']",https://image.tmdb.org/t/p/w500//eqV0JjfwcEJuK3JPZ2rsNvS1p30.jpg,"['Robin Williams', 'Cheryl Hines', ""Joanna 'JoJo' Levesque"", 'Josh Hutcherson']",Barry Sonnenfeld
United 93,9829,"['Drama', 'History', 'Crime', 'Thriller', 'Action']","['airplane', 'hijacking', 'terror cell', 'emergency landing', 'war on terror']",https://image.tmdb.org/t/p/w500//aahr1uIPrEej8q4baE1RYXOXwFB.jpg,"['J.J. Johnson', 'Polly Adams', 'Trish Gates', 'Nancy McDoniel']",Paul Greengrass
Stick It,10115,"['Comedy', 'Drama']","['gymnastics', 'trainer', 'puberty', 'training', 'sport', 'teenager', 'woman director']",https://image.tmdb.org/t/p/w500//hsuZkmv2w5gSuNjDYgXCuwNa2cd.jpg,"['Jeff Bridges', 'Missy Peregrym', 'Vanessa Lengies', 'Maddy Curley']",Jessica Bendinger
Down in the Valley,7870,"['Drama', 'Romance']","['indian territory', 'beach', 'stetson', 'san fernando valley', 'strange person']",https://image.tmdb.org/t/p/w500//qgyp48naq0W7j4NbOttFi91DlYW.jpg,"['Edward Norton', 'Evan Rachel Wood', 'David Morse', 'Rory Culkin']",David Jacobson
Over the Hedge,7518,"['Comedy', 'Animation', 'Family']","['squirrel', 'eating and drinking', 'vororte', 'garden', 'grizzly bear', 'entrapment', 'suburbian idyll', 'garbage', 'forest', 'turtle', 'hiding in a garbage container', 'skunk', 'racoon', 'animal']",https://image.tmdb.org/t/p/w500//6qKM3Rl1tQgOFO1fMA7DAizWZ5n.jpg,"['Bruce Willis', 'Garry Shandling', 'Steve Carell', 'Wanda Sykes']",Karey Kirkpatrick
Art School Confidential,9786,"['Comedy', 'Drama']","['dormitory', 'art school', 'independent film', 'serial killer', 'teenage crush', 'student']",https://image.tmdb.org/t/p/w500//eV6UL22Zlpsq5XybUupWh0rBOp0.jpg,"['Max Minghella', 'Sophia Myles', 'John Malkovich', 'Jim Broadbent']",Terry Zwigoff
Poseidon,503,"['Adventure', 'Action', 'Drama', 'Thriller']","[""new year's eve"", 'fire', 'drowning', 'cataclysm', 'loss of father', 'atlantic ocean', 'ball', 'self-abandonment', 'shipwreck', 'giant wave', 'blackout', 'ship', 'daughter', 'single', 'escape', 'capsized ship']",https://image.tmdb.org/t/p/w500//cCx2Ead8KoZhHofsAAr7tyrjfDo.jpg,"['Kurt Russell', 'Richard Dreyfuss', 'Josh Lucas', 'Jacinda Barrett']",Wolfgang Petersen
The Da Vinci Code,591,"['Thriller', 'Mystery']","['paris', 'holy grail', 'christianity', 'monk', 'based on novel', 'zurich', 'secret society', 'louvre', 'curator', 'symbologist', 'opus dei', 'heresy', 'mona lisa', 'freemason', 'conspiracy', 'pentagram', 'tomb', 'catholicism', 'cryptologist', 'iconography', 'albino', 'sect']",https://image.tmdb.org/t/p/w500//j9lsWwnIDN2ZNtqZcE1x2o4ZKyI.jpg,"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen', 'Paul Bettany']",Ron Howard
X-Men: The Last Stand,36668,"['Adventure', 'Action', 'Science Fiction', 'Thriller']","['mutant', 'marvel comic', 'based on comic', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger']",https://image.tmdb.org/t/p/w500//7RSSkRpwvkNN5iKO8zACtBA0KhQ.jpg,"['Hugh Jackman', 'Halle Berry', 'Ian McKellen', 'Patrick Stewart']",Brett Ratner
The Break-Up,9767,"['Romance', 'Comedy']","['bowling', 'chicago', 'american football', 'flat', 'baseball', 'new love', 'tour guide', 'break-up', 'art gallery', 'argument', 'pool table', 'watching tv', 'ex-boyfriend ex-girlfriend relationship', 'dinner party', 'condominium']",https://image.tmdb.org/t/p/w500//84AuLNXc9sEMXUJ3xAvHhpM3J8u.jpg,"['Vince Vaughn', 'Jennifer Aniston', 'Joey Lauren Adams', 'Cole Hauser']",Peyton Reed
Twelve and Holding,18164,['Drama'],"['dying and death', 'independent film', 'twins']",https://image.tmdb.org/t/p/w500//jOs1N3B7w5ASq80hvTu1m9DiPmE.jpg,"['Zoe Weizenbaum', 'Conor Donovan', 'Jesse Camacho', 'Jeremy Renner']",Michael Cuesta
Cars,920,"['Animation', 'Adventure', 'Comedy', 'Family']","['car race', 'car journey', 'auto', 'route 66', 'wrecker', 'porsche', 'retirement', 'media', 'friendship', 'sport', 'rural setting', 'anthropomorphism', 'los angeles', 'road movie', 'aftercreditsstinger', 'duringcreditsstinger']",https://image.tmdb.org/t/p/w500//qa6HCwP4Z15l3hpsASz3auugEW6.jpg,"['Owen Wilson', 'Paul Newman', 'Bonnie Hunt', 'Larry the Cable Guy']",John Lasseter
Wassup Rockers,18484,['Drama'],['independent film'],https://image.tmdb.org/t/p/w500//mABP5REdreZ4ZMhP0jUgyQlQBqB.jpg,"['Jonathan Velasquez', 'Francisco Pedrasa', 'Milton Velasquez', 'Usvaldo Panameno']",Larry Clark
The Omen,806,"['Drama', 'Horror', 'Thriller']","['monk', 'father son relationship', 'prophecy', 'ambassador', 'nanny', ""devil's son"", 'birthmark', 'omen', 'aggression by animal', 'photography', 'murder', 'hospital', 'pentagram', 'cowardliness', 'church', 'demon', 'death', 'archaeologist', 'good and bad', 'catholicism', 'catholic priest']",https://image.tmdb.org/t/p/w500//kf1Qq9b32jn4umll9qD2ue5ftnh.jpg,"['Liev Schreiber', 'Julia Stiles', 'Seamus Davey-Fitzpatrick', 'David Thewlis']",John Moore
Nacho Libre,9353,"['Comedy', 'Family']","['nun', 'sport', 'orphanage', 'ordensbruder', 'ringer', 'money']",https://image.tmdb.org/t/p/w500//kh7B91bMl2lZ0mH9WhPfaNUIEQH.jpg,"['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez', 'Darius Rose']",Jared Hess
The Lake House,2044,"['Romance', 'Drama', 'Mystery']","['chicago', 'writing', 'architect', 'future', 'time', 'architecture', 'mysterious letter', 'near future', 'first kiss', 'romantic drama', 'passage of time']",https://image.tmdb.org/t/p/w500//tHpc1118dYWLnHZleGhwZxRbpae.jpg,"['Keanu Reeves', 'Sandra Bullock', 'Shohreh Aghdashloo', 'Christopher Plummer']",Alejandro Agresti
Click,9339,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['regret', 'workaholic', 'heart attack', 'architect', 'dying and death', 'time travel', 'remote control', 'children', 'liposuction', 'hospital', 'wedding', 'dog', 'second chance', 'alternate reality', 'fatherhood', 'obese']",https://image.tmdb.org/t/p/w500//oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg,"['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken', 'David Hasselhoff']",Frank Coraci
The Seventh Victim,20945,"['Drama', 'Horror', 'Mystery']","['paranoia', 'satanism', 'murder', 'betrayal', 'punishment', 'noose', 'dead man', 'val lewton', 'dying woman', 'satanic cult', 'missing woman', 'film noir', 'devil worshipers', 'being followed']",https://image.tmdb.org/t/p/w500//cvck16EWDqWK6x4p78N8KyJyJNJ.jpg,"['Kim Hunter', 'Tom Conway', 'Jean Brooks', 'Hugh Beaumont']",Mark Robson
The Devil Wears Prada,350,"['Comedy', 'Drama', 'Romance']","['paris', 'journalist', 'journalism', 'world of fasion', 'fashion journal', 'assistant', 'job entrant', 'job interview', 'editor-in-chief']",https://image.tmdb.org/t/p/w500//8912AsVuS7Sj915apArUFbv6F9L.jpg,"['Meryl Streep', 'Anne Hathaway', 'Emily Blunt', 'Stanley Tucci']",David Frankel
Pirates of the Caribbean: Dead Man's Chest,58,"['Adventure', 'Fantasy', 'Action']","['witch', 'fortune teller', 'bondage', 'exotic island', 'monster', 'captain', 'card game', 'east india trading company', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger']",https://image.tmdb.org/t/p/w500//uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgård']",Gore Verbinski
"You, Me and Dupree",1819,"['Comedy', 'Romance']","['roommate', ""love of one's life"", 'newlywed']",https://image.tmdb.org/t/p/w500//dL33ynLfzYn0zmZOWBcRzeaO1oC.jpg,"['Kate Hudson', 'Owen Wilson', 'Matt Dillon', 'Michael Douglas']",Anthony Russo
Clerks II,2295,['Comedy'],"['independent film', 'aftercreditsstinger', 'duringcreditsstinger']",https://image.tmdb.org/t/p/w500//cLSW0nW94XT0DmBS69ublcLfQ9c.jpg,"[""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes', 'Kevin Smith']",Kevin Smith
Lady in the Water,9697,"['Drama', 'Thriller', 'Fantasy', 'Mystery']","['fortune teller', 'religion and supernatural', 'supernatural powers', 'mythical creature', 'hell', 'swimming pool', 'nixe', 'aftercreditsstinger']",https://image.tmdb.org/t/p/w500//ddNmoSy1Jd3PBF5XDZvrrBIfrja.jpg,"['Paul Giamatti', 'Jeffrey Wright', 'Bob Balaban', 'Sarita Choudhury']",M. Night Shyamalan
My Super Ex-Girlfriend,4474,"['Fantasy', 'Drama', 'Action', 'Comedy', 'Crime', 'Science Fiction']","['new york', 'flying', 'ex-boyfriend', 'ex-girlfriend', 'disappointment', 'supernatural powers', 'shark']",https://image.tmdb.org/t/p/w500//vs4jcY5NQA24zFGihY2EiqEA5hI.jpg,"['Uma Thurman', 'Luke Wilson', 'Anna Faris', 'Eddie Izzard']",Ivan Reitman
Marie Antoinette,1887,"['Drama', 'History']","['shoe', 'voice over', 'rite', 'theatre audience', 'bride and groom', 'death of king', 'applause', 'woman director']",https://image.tmdb.org/t/p/w500//cybXGmv8Rjd5Os8Xml6YxMBQ0Zt.jpg,"['Kirsten Dunst', 'Jason Schwartzman', 'Judy Davis', 'Rip Torn']",Sofia Coppola
Who Killed the Electric Car?,13508,['Documentary'],"['energy supply', 'automobile industry', 'independent film']",https://image.tmdb.org/t/p/w500//uMamC9o5zNU9wn8fyuAo2gUCMiD.jpg,"['Martin Sheen', 'Mel Gibson', 'Tom Hanks']",Chris Paine
The Mother and the Whore,48693,"['Drama', 'Romance']","['love triangle', 'french', 'conflict', 'cafe']",https://image.tmdb.org/t/p/w500//oqaQ6p8XFIvWDEbAadcMQqzk6uo.jpg,"['Bernadette Lafont', 'Jean-Pierre Léaud', 'Françoise Lebrun', 'Isabelle Weingarten']",Jean Eustache
An Inconvenient Truth,1781,['Documentary'],"['climate change', 'greenhouse effect', 'climate', 'earth', 'global warming', 'politics', 'truth', 'crisis', 'nature', 'environment', 'science', 'audience']",https://image.tmdb.org/t/p/w500//zrYT5UHE2UIsofwkv6KK2Tsu5a.jpg,"['Al Gore', 'Billy West', 'Ronald Reagan', 'George W. Bush']",Davis Guggenheim
Career Opportunities,16270,"['Drama', 'Comedy', 'Romance']","['department store', 'night shift', 'liar', 'janitor', 'dream girl', 'target', 'roller skating']",https://image.tmdb.org/t/p/w500//vtcBQTGxk6ZfKSfDXBTGG6fzSJ1.jpg,"['John Candy', 'Jennifer Connelly', 'Frank Whaley', 'Dermot Mulroney']",Bryan Gordon
High School Musical,10947,"['Comedy', 'Drama', 'Family', 'Music', 'TV Movie']","['becoming an adult', 'musical', 'music', 'high school', 'school performance', 'high school sports', 'jock', 'teenager', 'clique', 'theater', 'peer pressure', 'teenage romance']",https://image.tmdb.org/t/p/w500//1DGmWZjUJPeKGFRHGCA6VPFUBML.jpg,"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale', 'Lucas Grabeel']",Kenny Ortega
Fearless,7549,"['Drama', 'Action']","['martial arts', 'kung fu', 'patriotism', 'blindness and impaired vision', 'sake', 'restaurant', 'shanghai', 'hope', 'tea', 'respect', 'exile', 'rice', 'beggar', 'friendship', 'sport', 'child']",https://image.tmdb.org/t/p/w500//yKJ7rjIwOa8XvACELo9eV8IvMPb.jpg,"['Jet Li', 'Sun Li', 'Dong Yong', 'Yun Qu']",Ronny Yu
The Fast and the Furious: Tokyo Drift,9615,"['Action', 'Crime', 'Drama', 'Thriller']","['car race', 'car journey', 'car mechanic', 'auto', 'car garage', 'auto-tuning', 'drifting', 'car', 'automobile racing']",https://image.tmdb.org/t/p/w500//cm2ffqb3XovzA5ZSzyN3jnn8qv0.jpg,"['Lucas Black', 'Nathalie Kelley', 'Sung Kang', 'Shad Moss']",Justin Lin
Garfield: A Tail of Two Kitties,9513,"['Animation', 'Comedy', 'Family']","['london england', 'cat', 'mistake in person', 'luxury', 'wretch', 'nobility', 'garfield']",https://image.tmdb.org/t/p/w500//osfMaHucgLtHtsMa6TQLTooE3G7.jpg,"['Bill Murray', 'Jennifer Love Hewitt', 'Billy Connolly', 'Ian Abercrombie']",Tim Hill
Metal: A Headbanger's Journey,20604,"['Documentary', 'Music']","['heavy metal', 'music', 'music festival', 'anthropology', 'woman director']",https://image.tmdb.org/t/p/w500//8e1q6wP5XVcjh3yLVU1WNdZnppm.jpg,"['Sam Dunn', 'Chris Adler', 'Tom Araya', 'Gavin Baddeley']",Sam Dunn
Superman Returns,1452,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']","['saving the world', 'dc comics', 'invulnerability', 'sequel', 'superhero', 'based on comic', 'kryptonite', 'super powers', 'superhuman strength', 'lex luthor']",https://image.tmdb.org/t/p/w500//385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,"['Brandon Routh', 'Kevin Spacey', 'Kate Bosworth', 'James Marsden']",Bryan Singer
