,genres,keywords,tmdbId,poster_path,title,top_cast,cast_size,crew_size,director
8504,"['Romance', 'Drama']","['france', 'homophobia', 'love', 'lesbian relationship', 'gay interest', 'coming of age', 'lesbian', 'teenage girl', 'sexual attraction', 'teenage love', 'based on graphic novel', 'high school student', 'sexual desire', 'teenage sexuality', 'lgbt', 'sexual awakening', 'social class']",152584,/3BpgeGHYxle9ob4cLiONgESvqVB.jpg,Blue Is the Warmest Color,"['Adèle Exarchopoulos', 'Léa Seydoux', 'Salim Kechiouche', 'Aurélien Recoing']",68,60,Abdellatif Kechiche
8505,['Documentary'],"['upper class', 'middle class', 'economics', 'inequality', 'poor', 'wealth differences']",159008,/eNHLfgOvfe9ZgE3N3kuE61mOdmR.jpg,Inequality for All,"['Robert Reich', 'Dolly Parton', 'Tyne Daly', 'Lily Tomlin']",14,2,Jacob Kornbluth
8506,"['Animation', 'Family', 'Comedy']","['inventor', 'food', 'scientist']",109451,/oZjluB568NJVtRrny4rpeApGuNi.jpg,Cloudy with a Chance of Meatballs 2,"['Bill Hader', 'Anna Faris', 'James Caan', 'Will Forte']",15,29,Cody Cameron
8507,"['Action', 'Drama', 'Thriller']","['ship', 'hijacking', 'somalia', 'fisherman', 'blood', 'poverty', 'pirate', 'terrorism', 'commando', 'hijack', 'cargo ship', 'ship captain', 'ship hijacking', 'somali', 'commando unit']",109424,/AnMTMPTUzeWNbYxzp29WqYf1br1.jpg,Captain Phillips,"['Tom Hanks', 'Catherine Keener', 'Max Martini', 'Chris Mulkey']",17,85,Paul Greengrass
8508,"['Action', 'Crime', 'Thriller']","['mexico', 'white house', 'nuclear missile', 'machete', 'outer space']",106747,/ltblMRM8clWKsjC2qQITuRN40Yr.jpg,Machete Kills,"['Danny Trejo', 'Mel Gibson', 'Amber Heard', 'Michelle Rodriguez']",22,42,Robert Rodriguez
8509,"['Crime', 'Drama', 'Comedy']","['scotland', 'cop', 'english', 'bipolar', 'bipolar disorder']",85889,/dchLaUOkQOPZQHnus5fnZgZKDuP.jpg,Filth,"['James McAvoy', 'Jamie Bell', 'Eddie Marsan', 'Imogen Poots']",36,24,Jon S. Baird
8510,"['Comedy', 'Drama', 'Romance']",['woman director'],38093,/mcqvNQj8WlnMbXKKBxjmDmMjHRU.jpg,Just Wright,"['Queen Latifah', 'Common', 'Paula Patton', 'James Pickens Jr.']",10,15,Sanaa Hamri
8511,"['Drama', 'Horror']","['terror', 'based on novel', 'power', 'telekinesis', 'high school', 'remake', 'revenge', 'murder', 'prank', 'prom', 'teenager', 'explosion', 'violence', 'religious', 'humiliation', 'woman director']",133805,/j0999NYddCGcishJlxluDRQIn6k.jpg,Carrie,"['Chloë Grace Moretz', 'Julianne Moore', 'Judy Greer', 'Alex Russell']",19,65,Kimberly Peirce
8512,"['Thriller', 'Crime', 'Drama']","['poetry', 'lawyer', 'drug smuggling', 'drug trafficking', 'red dress']",109091,/uxp6rHVBzUqZCyTaUI8xzUP5sOf.jpg,The Counselor,"['Michael Fassbender', 'Cameron Diaz', 'Javier Bardem', 'Goran Visnjic']",30,17,Ridley Scott
8513,['Horror'],"['amputation', 'sexual abuse', 'nudity', 'necrophilia', 'sadomasochism', 'murder', 'gore', 'dead body', 'b movie', 'blood', 'chainsaw', 'torture', 'cult film', 'theater', 'show']",34023,/45H4AGgkM19lFs0F1r00vfJezu4.jpg,Bloodsucking Freaks,"[""Seamus O'Brien"", 'Viju Krem', 'Niles McMaster', 'Dan Fauci']",16,7,Joel M. Reed
8514,"['Drama', 'History']","['whip', 'kidnapping', 'slavery', 'plantation', 'night shift', 'violin player', 'physical abuse', 'cotton', 'slave owner', '19th century', 'sold into slavery', 'abolitionist']",76203,/kb3X943WMIJYVg4SOAyK0pmWL5D.jpg,12 Years a Slave,"['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch']",93,72,Steve McQueen
8515,"['Action', 'Adventure', 'Drama']","['yacht', 'sailor', 'storm at sea', 'unconsciousness', 'life raft', 'container', 'emergency', 'distress', 'very little dialogue']",152747,/5TiKyU8iiHy1HiVNAmtEqYErKom.jpg,All Is Lost,['Robert Redford'],1,48,J.C. Chandor
8516,"['Science Fiction', 'Action', 'Adventure']","['based on novel', 'intolerance', 'chosen one', 'child prodigy', 'futuristic', 'space', 'science fiction', 'alien invasion', 'military school', 'morality tale', 'based on young adult novel']",80274,/vuZ8uSqyOM5698yNraF7OJRM3mS.jpg,Ender's Game,"['Asa Butterfield', 'Harrison Ford', 'Hailee Steinfeld', 'Abigail Breslin']",20,127,Gavin Hood
8517,"['Comedy', 'Horror', 'Thriller']","['painter', 'psychological thriller', 'blow torch', 'lodging house', 'proto-slasher']",37342,/diFEd8jq4dvcbUEIACJHq12TaMt.jpg,Maniac,"['Kerwin Mathews', 'Nadia Gray', 'Donald Houston', 'Liliane Brousse']",10,7,Michael Carreras
8518,"['Animation', 'Romance']","['rain', 'anthropomorphism', 'umbrella', 'selective coloring', 'short']",200481,/oN0Ry08rfTOniGkyTc2XjUm2Cnl.jpg,The Blue Umbrella,['Sarah Jaffe'],1,1,Saschka Unseld
8519,"['Animation', 'Comedy', 'Family']","['halloween', 'toys', 'short']",213121,/cT8krQxRoioNk2KabSYuIf2yuaC.jpg,Toy Story of Terror!,"['Tom Hanks', 'Tim Allen', 'Kristen Schaal', 'Carl Weathers']",8,8,Angus MacLane
8520,['Comedy'],['duringcreditsstinger'],208134,/9XJ1RICUVM8nxSHFphl5c6ZyQtH.jpg,Bad Grandpa,"['Johnny Knoxville', 'Jackson Nicoll', 'Georgina Cates', 'Spike Jonze']",9,16,Jeff Tremaine
8521,"['Action', 'Adventure', 'Fantasy']","['marvel comic', 'superhero', 'based on comic', 'hostile takeover', 'norse mythology', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d', 'asgard']",76338,/bnX5PqAdQZRXSw3aX3DutDcdso5.jpg,Thor: The Dark World,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Anthony Hopkins']",43,40,Alan Taylor
8522,"['Drama', 'History']","['women', 'aids', 'biography', 'based on true story', 'hiv', 'drug', '1980s']",152532,/nxJFUxDRP9qQCiyD5sH24N5SCSu.jpg,Dallas Buyers Club,"['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto', ""Denis O'Hare""]",16,24,Jean-Marc Vallée
8523,['Comedy'],['stand-up comedy'],226632,/lVDYRNTTKG8GFYJbgRUcozFT9YQ.jpg,Marc Maron: Thinky Pain,"['Marc Maron', 'Sam Lipsyte', 'Tom Scharpling', 'Amanda McCauley']",4,3,Lance Bangs
8524,['Drama'],"['horse', 'woman director']",194101,/AmqZnGqnvGYvKsCrZn05KFm3MxR.jpg,The Selfish Giant,"['Conner Chapman', 'Shaun Thomas', 'Sean Gilder', 'Lorraine Ashbourne']",11,14,Clio Barnard
8525,['Drama'],[],123377,/xiEiDVYG9J6mF9tHzgmq0760Dyq.jpg,Pieta,"['Jo Min-soo', 'Lee Jung-Jin', 'Woo Ki-Hong', 'Kang Eunjin']",9,6,Kim Ki-duk
8526,['Documentary'],"['competition', 'exam', 'wine', 'documentary', 'culinary arts', 'sommelier']",184149,/cUEdU3orGQz5VS4gUbtIctG4WjW.jpg,Somm,[],0,2,Jason Wise
8527,['Comedy'],"['casino', 'male friendship', 'stag night', 'las vegas', 'elderly']",137093,/ylZnvqSWnGXxFRgDmQ8nihtFBv6.jpg,Last Vegas,"['Robert De Niro', 'Morgan Freeman', 'Michael Douglas', 'Kevin Kline']",17,10,Jon Turteltaub
8528,"['Documentary', 'History', 'Music']","['rolling stones', 'recording studio', 'blues music', 'session musicians', 'allman brothers', 'wilson pickett', 'lynard skynard']",159151,/rWHRcJKvOQxJxpP61gV0Xar0Mvx.jpg,Muscle Shoals,"['Gregg Allman', 'Bono', 'Clarence Carter', 'Jimmy Cliff']",7,1,Greg 'Freddy' Camalier
8529,['Documentary'],[],121555,/zRh6R3fBT6cVWGG5PvTnVmmwAEn.jpg,Stephen Tobolowsky's Birthday Party,"['Stephen Tobolowsky', 'Ann Hearn', 'Mena Suvari', 'Amy Adams']",4,1,Robert Brinkmann
8530,"['Drama', 'Thriller']","['obsession', 'crush', 'unrequited love', 'gay interest', 'argentina', 'falling from height', 'lgbt']",87380,/k5gkQaey2YPJ5pzu96Lga09gRD1.jpg,Absent,"['Carlos Echevarría', 'Javier De Pietro', 'Antonella Costa', 'Alejandro Barbero']",15,8,Marco Berger
8531,['Drama'],"['mother', 'washington d.c.', 'journalist', 'adoption', 'forgiveness', 'son', 'faith', 'search', 'church', 'ireland', 'based on true events', 'nuns']",205220,/6BTXHupSPkrwsoz4Br6qwwSVmhj.jpg,Philomena,"['Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark', 'Mare Winningham']",39,21,Stephen Frears
8532,['Drama'],"['world war ii', 'book', 'nazi germany', 'jewish']",203833,/rUJbwJkJNjwEcFYzEktOrgm5YUd.jpg,The Book Thief,"['Geoffrey Rush', 'Sophie Nélisse', 'Emily Watson', 'Nico Liersch']",35,67,Brian Percival
8533,['Drama'],"['nun', 'mine', 'jew', 'jewish', 'poland']",209274,/aO8dgaxaY1tcAdtFkLuz1WSxgdd.jpg,Ida,"['Agata Trzebuchowska', 'Agata Kulesza', 'Dawid Ogrodnik', 'Joanna Kulig']",10,36,Paweł Pawlikowski
8534,"['Animation', 'Fantasy', 'Adventure']","['anime', 'one piece']",41498,/3JCslmRXlCNXiShbeicNdTN1Jcs.jpg,One Piece Film Strong World,"['Mayumi Tanaka', 'Kazuya Nakai', 'Hiroaki Hirata', 'Cho']",10,3,Munehisa Sakai
8535,"['Action', 'Animation', 'Adventure']","['anime', 'one piece']",176983,/xEtU6BGHlI4YRkTqUuaqR5u2V9J.jpg,One Piece Film Z,"['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Kappei Yamaguchi']",25,3,Tatsuya Nagamine
8536,"['Adventure', 'Action', 'Science Fiction']","['competition', 'based on novel', 'mentor', 'secret', 'factory', 'television', 'propaganda', 'future', 'dystopia', 'alliance', 'games', 'president', 'uprising', 'sequel', 'murder', 'survival', 'conspiracy', 'rebellion', 'blood', 'female protagonist', 'tournament', 'explosion', 'danger', 'imax', 'winner', 'based on young adult novel']",101299,/Hn0KgefVEp0GkdTexS6gfKTMfi.jpg,The Hunger Games: Catching Fire,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson']",52,48,Francis Lawrence
8537,"['Adventure', 'Fantasy']","['elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'sword and sorcery']",57158,/gQCiuxGsfiXH1su6lp9n0nd0UeH.jpg,The Hobbit: The Desolation of Smaug,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Ken Stott']",32,108,Peter Jackson
8538,"['Drama', 'Action', 'Adventure', 'Fantasy']","['japan', 'suicide', 'samurai', 'based on true story', 'samurai sword', 'ronin', 'shogun', 'half breed', '3d']",64686,/pUH46wa0n4zXZytpriSaoNUXai4.jpg,47 Ronin,"['Keanu Reeves', 'Hiroyuki Sanada', 'Kou Shibasaki', 'Tadanobu Asano']",24,81,Carl Rinsch
8539,['Comedy'],"['remake', 'sperm donor']",146239,/XFNn7rL7JoG9eW0OoW8WU2wB4y.jpg,Delivery Man,"['Vince Vaughn', 'Cobie Smulders', 'Chris Pratt', 'Britt Robertson']",12,17,Ken Scott
8540,"['Action', 'Comedy', 'Drama', 'Romance', 'Thriller']",[],41602,/jG95rLdI1V1pTEtAwSkKZR74AGm.jpg,Charlie Countryman,"['Shia LaBeouf', 'Evan Rachel Wood', 'Mads Mikkelsen', 'Til Schweiger']",16,3,Fredrik Bond
8541,"['Animation', 'Adventure', 'Family']","['queen', 'musical', 'princess', 'betrayal', 'snowman', 'animation', 'reindeer', 'curse', 'snow', 'troll', 'mountain climber', 'aftercreditsstinger', 'woman director', '3d']",109445,/jIjdFXKUNtdf1bwqMrhearpyjMj.jpg,Frozen,"['Kristen Bell', 'Idina Menzel', 'Jonathan Groff', 'Josh Gad']",56,25,Chris Buck
8542,"['Science Fiction', 'Action', 'Comedy', 'Animation', 'Western']",[],51859,/AcYGkLY2ALu0OhPmiHnYmLOz3iy.jpg,Trigun: Badlands Rumble,"['Masaya Onosaka', 'Satsuki Yukino', 'Hiromi Tsuru', 'Maaya Sakamoto']",6,4,Satoshi Nishimura
8543,"['Drama', 'Music']","['folk music', 'performance', 'aspiring singer', 'new york city', 'recording', 'merchant marine', '1960s']",86829,/mRYOb0fgxj3o03u5y62YPhAunby.jpg,Inside Llewyn Davis,"['Oscar Isaac', 'Carey Mulligan', 'Justin Timberlake', 'Jerry Grayson']",15,32,Joel Coen
8544,"['Crime', 'Drama', 'Comedy']","['corruption', 'sex', 'sexuality', 'bank', 'humor', 'biography', 'wall street', 'marriage crisis', 'rise and fall', 'stockbroker', 'drug', 'stock broker']",106646,/vK1o5rZGqxyovfIhZyMELhk03wO.jpg,The Wolf of Wall Street,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Kyle Chandler']",140,244,Martin Scorsese
8545,"['Drama', 'History']","['prison', 'south africa', 'apartheid', 'biography', 'nelson mandela', 'historical figure']",192136,/2GxPdf7xa5LNYeJFWAQuWOS3aU6.jpg,Mandela: Long Walk to Freedom,"['Idris Elba', 'Naomie Harris', 'Tony Kgoroge', 'Riaad Moosa']",15,10,Justin Chadwick
8546,['Horror'],"['halloween', 'insane asylum', 'dormitory', 'supernatural', 'insanity', 'sequel', 'murder', 'ouija board', 'haunting', 'spirit', 'paranormal investigation', 'mental asylum', 'fake documentary', 'ghost', 'found footage', 'mental hospital']",134366,/kzx8h6mDnFULOKHWbG9w5x58YU7.jpg,Grave Encounters 2,"['Reese Alexander', 'Stephanie Bennett', 'Jeffrey Bowyer-Chapman', 'Richard Harmon']",10,27,John Poliquin
8547,"['Animation', 'Science Fiction', 'Action', 'Drama']",[],75629,/nNYdbYN6en8zLYgmYFV3cU5VmMu.jpg,Evangelion: 3.0 You Can (Not) Redo,"['Megumi Hayashibara', 'Maaya Sakamoto', 'Megumi Ogata', 'Takehito Koyasu']",15,6,Hideaki Anno
8548,"['Comedy', 'Drama']","['christmas tree', 'salesman', 'french canadian']",174311,/3E5vLrc9vPuZAG4Nf9WrSv0a7CN.jpg,All Is Bright,"['Paul Rudd', 'Paul Giamatti', 'Sally Hawkins', 'Peter Hermann']",12,16,Phil Morrison
8549,"['Drama', 'Crime']","['con artist', 'scam', 'mobster', 'fbi agent']",168672,/mhB7C62lSMpGO2HYNaW6d7W3TVH.jpg,American Hustle,"['Christian Bale', 'Bradley Cooper', 'Amy Adams', 'Jeremy Renner']",31,30,David O. Russell
8550,"['Adventure', 'Comedy', 'Drama', 'Fantasy']","['himalaya', 'photographer', 'magazine', 'iceland', 'daydream', 'photograph', 'shark', 'fired from the job', 'skateboard', 'dreamer', 'online dating', 'daydreaming']",116745,/b0nIj7dr2bcLAn3erYhql7f6aUm.jpg,The Secret Life of Walter Mitty,"['Ben Stiller', 'Kristen Wiig', 'Patton Oswalt', 'Shirley MacLaine']",13,21,Ben Stiller
8551,"['Romance', 'Science Fiction', 'Drama']","['artificial intelligence', 'computer', 'love', 'loneliness', 'transhumanism', 'heartbreak', 'near future', 'singularity', 'bittersweet']",152601,/fsoTLnUXEUTNuVCBxAJMY0HPPd.jpg,Her,"['Joaquin Phoenix', 'Scarlett Johansson', 'Rooney Mara', 'Amy Adams']",37,24,Spike Jonze
8552,['Documentary'],"['composer', 'history', 'documentary', 'broadway', 'theater', 'musical theater']",238478,/p2wGvOsac6RjPtLlOEJJt0LTRNm.jpg,Six by Sondheim,"['Audra McDonald', 'Darren Criss', 'Jeremy Jordan', 'America Ferrera']",12,3,Todd Haynes
8553,"['Comedy', 'Drama', 'Horror']","['reality show', 'miniseries', 'zombie']",176297,/dTS6n39VqXhZNzXKRxR8BSZ3dzh.jpg,Dead Set,"['Jaime Winstone', 'Andy Nyman', 'Davina McCall', 'Riz Ahmed']",12,2,Yann Demange
8554,"['Action', 'Drama', 'Thriller', 'War']","['war', 'survival', 'navy seal', 'military', 'dangerous mission']",193756,/c7Sqof18FgkoNcA0r5BFUcPLER1.jpg,Lone Survivor,"['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch', 'Ben Foster']",47,48,Peter Berg
8555,"['Action', 'Adventure', 'Drama']",[],18624,/oof3KmcmsNwVi4mfWe91CrQAqTi.jpg,Zatôichi on the Road,"['Shintarô Katsu', 'Shiho Fujimura', 'Ryûzô Shimada', 'Reiko Fujiwara']",5,3,Kimiyoshi Yasuda
8556,"['Comedy', 'Drama', 'Romance']","['gay', 'friendship', 'young people']",197033,/DaGSmtXItpHG5GYouz3Q32AlRh.jpg,Geography Club,"['Nikki Blonsky', 'Cameron Deane Stewart', 'Justin Deeley', 'Alex Newell']",17,41,Gary Entin
8557,"['Comedy', 'Drama', 'History']","['biography', 'animation', 'writer', 'film production']",140823,/mvs3reS18RP6IhjLwwLeVtkoeg0.jpg,Saving Mr. Banks,"['Emma Thompson', 'Tom Hanks', 'Paul Giamatti', 'Colin Farrell']",18,17,John Lee Hancock
8558,"['Drama', 'Thriller', 'Mystery', 'Action']","['imprisonment', 'remake of korean film']",87516,/cmspwpe1usgG5hYijfEcTrueKRC.jpg,Oldboy,"['Josh Brolin', 'Elizabeth Olsen', 'Samuel L. Jackson', 'Sharlto Copley']",19,19,Spike Lee
8559,['Comedy'],"['journalism', 'mustache', 'tv news', 'newsroom', 'gang warfare', 'aftercreditsstinger', 'news spoof', 'tv news anchor']",109443,/66HbvNKmfxYoOHAp1IVIYQsFoeA.jpg,Anchorman 2: The Legend Continues,"['Will Ferrell', 'Steve Carell', 'Paul Rudd', 'Christina Applegate']",27,8,Adam McKay
8560,[],['woman director'],174325,/7gw6iWMvdUZ8bWJVQFGFvqgLGwU.jpg,Moms Mabley: I Got Somethin' to Tell You,"['Whoopi Goldberg', 'Moms Mabley', 'Harry Belafonte', 'Joan Rivers']",8,1,Whoopi Goldberg
8561,"['Action', 'Science Fiction', 'Drama']","['father son relationship', 'child labour', 'brothel', 'winter', 'allegory', 'bridge', 'post-apocalyptic', 'dystopia', 'hijacking of train', 'based on comic', 'dam', 'rifle', 'pregnant', 'train', 'violence', 'based on graphic novel', 'guilt', 'revolt', 'duplicity', 'tunnel', 'social class', 'population control', 'perpetual winter', 'city ruin']",110415,/oP0ZWr6MsaQ1TV7xvnZJMKSfz0H.jpg,Snowpiercer,"['Chris Evans', 'Song Kang-ho', 'Ed Harris', 'John Hurt']",45,62,Bong Joon-ho
8562,"['Adventure', 'Comedy', 'Romance']",[],20878,/mCczjUhDmDtcSilAC9Zqw8GC8l2.jpg,"Kidnapping, Caucasian Style","['Aleksandr Demyanenko', 'Natalya Varley', 'Vladimir Etush', 'Frunzik Mkrtchyan']",14,4,Leonid Gayday
8563,"['Comedy', 'Crime']",[],158990,/47ZWT3ZP4nszUcf1oUBZNxA3jfX.jpg,Wrong Cops,"['Mark Burnham', 'Eric Judor', 'Steve Little', 'Marilyn Manson']",17,2,Quentin Dupieux
8564,['Comedy'],[],194188,/1IzcjXhZHewvmLfKd8eGucDutyQ.jpg,Punk's Dead: SLC Punk 2,"['Ben Schnetzer', 'Devon Sawa', 'James Duval', 'Sarah Clarke']",10,2,James Merendino
8565,['Drama'],"['cheating husband', 'iran']",43766,/AaEThAQF5iLRXn16yipenMQcbeU.jpg,Fireworks Wednesday,"['Hamid Farokhnezhad', 'Hediyeh Tehrani', 'Taraneh Alidoosti', 'Pantea Bahram']",9,11,Asghar Farhadi
8566,"['Animation', 'Drama']",[],91551,/w9kPJIDmTbDplwxlBrVFygGxrcq.jpg,Death of a Superhero,"['Andy Serkis', 'Thomas Brodie-Sangster', 'Michael McElhatton', 'Sharon Horgan']",5,3,Ian Fitzgibbon
8567,"['Documentary', 'Music']","['pop culture', 'artist', 'fan', 'icon', 'rock', 'fan culture', 'live concert', 'music fan', 'bruce springsteen', 'music tour', 'fandom', 'songs']",199782,/r8jD8MWpK02UYwDE9clJWnE5JVH.jpg,Springsteen & I,['Bruce Springsteen'],1,14,Baillie Walsh
8568,"['Thriller', 'Drama']","['nightmare', 'suspense', 'dog', 'psychological', 'bedtime story', 'vagrant']",186929,/b6dPOYuoiNFChAb27KpVr1IZeP.jpg,Borgman,"['Jan Bijvoet', 'Hadewych Minis', 'Jeroen Perceval', 'Alex van Warmerdam']",11,7,Alex van Warmerdam
8569,['Comedy'],"['father son relationship', 'sport', 'rivalry', 'elderly', 'elderly man']",64807,/hScOPtZpAxYWx2sOGcfbzYti39Z.jpg,Grudge Match,"['Robert De Niro', 'Sylvester Stallone', 'Alan Arkin', 'Jon Bernthal']",17,33,Peter Segal
8570,"['Horror', 'Thriller']","['supernatural', 'demon', 'found footage']",227348,/fMC6CqCRDzQDxAibydeZF9XBAJ4.jpg,Paranormal Activity: The Marked Ones,"['Andrew Jacobs', 'Richard Cabral', 'Carlos Pratts', 'Eddie J. Fernandez']",10,9,Christopher B. Landon
8571,"['Drama', 'Romance']","['vampire', 'night', 'musician', 'love', 'blood', 'contamination']",152603,/AfIr2ZUwAW3E5qBPfrJGDyKufAl.jpg,Only Lovers Left Alive,"['Tom Hiddleston', 'Tilda Swinton', 'Mia Wasikowska', 'John Hurt']",9,59,Jim Jarmusch
8572,['Documentary'],"['voice over', 'voice acting']",124623,/y5aSllFoF11fVu945IUZtR4h37l.jpg,I Know That Voice,"['Kevin Conroy', 'Jim Cummings', 'Rachael MacFarlane', 'John DiMaggio']",15,23,Lawrence Shapiro
8573,['Thriller'],[],122796,/3XwiObx50Ujh8tOJTXpUsnFUfF3.jpg,Bad Karma,"['Dominic Purcell', 'Ray Liotta', 'Andy McPhee', 'Vanessa Gray']",8,3,Suri Krishnamma
8574,"['Animation', 'Action']","['bingo', 'based on tv series', 'dragon', 'battle', 'gods', 'anime']",126963,/xI5LlCzSkp8iFSbmla0Dh4iT5ie.jpg,Dragon Ball Z: Battle of Gods,"['Masako Nozawa', 'Toshio Furukawa', 'Kouichi Yamadera', 'Masakazu Morita']",26,6,Masahiro Hosoda
8575,['Drama'],"['father son relationship', 'boy', 'childhood', 'eating with chopsticks']",177945,/2bDZzjrE4k62GbmZZ93yF2OV83Y.jpg,"Like Father, Like Son","['Masaharu Fukuyama', 'Yoko Maki', 'Lily Franky', 'Machiko Ono']",12,13,Hirokazu Koreeda
8576,"['Action', 'Animation', 'Adventure']","['anime', 'dragon ball,']",39102,/n1SENIqqAUPAe66zhFzNtNVPHit.jpg,Dragon Ball Z: Lord Slug,"['Toshio Furukawa', 'Mayumi Tanaka', 'Kenji Utsumi', 'Masako Nozawa']",11,6,Mitsuo Hashimoto
8577,[],[],173480,/nchq2fvFiCynERHEZdIaYrivZBe.jpg,The Other Shore,['Diana Nyad'],1,1,Timothy Wheeler
8578,"['Action', 'Animation']","['anime', 'dragon ball,']",39148,/gr6y8qFa21X0JyWOX9QWV08yIE7.jpg,Dragon Ball: The Path to Power,"['Bin Shimada', 'Daisuke Gouri', 'Naoki Tatsuta', 'Masako Nozawa']",5,4,
8579,"['Action', 'Comedy']","['police operation', 'police officer', 'brother-in-law brother-in-law relationship', 'duringcreditsstinger', 'black men']",168530,/fLXPcxZ1fJjxqUg94FFb8wwM9YN.jpg,Ride Along,"['Ice Cube', 'Kevin Hart', 'John Leguizamo', 'Bruce McGill']",45,19,Tim Story
8580,"['Action', 'Drama', 'Thriller']","['london england', 'corruption', 'cia', 'terrorist', 'sniper', 'explosive', 'intelligence', 'russia', 'murder', 'conspiracy', 'surveillance', 'agent', 'jack ryan', 'u.s. marine', 'rehab', 'analyst']",137094,/jBibISmRBUO35p0Picv0nOo33sc.jpg,Jack Ryan: Shadow Recruit,"['Chris Pine', 'Keira Knightley', 'Kevin Costner', 'Kenneth Branagh']",29,31,Kenneth Branagh
8581,"['Adventure', 'Action', 'Science Fiction']","['based on novel', 'dystopia', 'youth', 'dystopic future', 'caste system', 'divergent', 'based on young adult novel']",157350,/yTtx2ciqk4XdN1oKhMMDy3f5ue3.jpg,Divergent,"['Shailene Woodley', 'Theo James', 'Kate Winslet', 'Miles Teller']",21,95,Neil Burger
8582,"['Drama', 'Music']","['paris', 'female nudity', 'depression', 'hotel room', 'balcony', 'nudity', 'lovers', 'girlfriend', 'friends', 'short']",6418,/gr1Dd92kM1hxVwYtyYdcxs18ukg.jpg,Hotel Chevalier,"['Jason Schwartzman', 'Natalie Portman', 'Waris Ahluwalia', 'Michel Castejon']",4,7,Wes Anderson
8583,"['Horror', 'Thriller']","['country house', 'supernatural', 'woods', 'paranormal', 'blood', 'family vacation', 'found footage']",71622,/zTeJe7BP9NIh1LL9Y357LvNYAqT.jpg,Atrocious,"['Rafael Amaya', 'Jose Masegosa', 'Chus Pereiro', 'Cristian Valencia']",4,2,Fernando Barreda Luna
8584,"['Horror', 'Thriller']","['house on fire', 'woman director', 'death of parents']",174671,/qxN3v8XxRzzkhKvAKN6eRFxIVnr.jpg,Dark Touch,"['Missy Keating', 'Marcella Plunkett', 'Charlotte Flyvholm', 'Pádraic Delaney']",22,8,Marina de Van
8585,['Romance'],[],185008,/xO0YSVxtyJSTWHJyPsQutIQT9xf.jpg,Yeh Jawaani Hai Deewani,"['Ranbir Kapoor', 'Deepika Padukone', 'Kalki Koechlin', 'Aditya Roy Kapoor']",6,3,Ayan Mukherjee
8586,"['Romance', 'Drama']","['gay', 'romance', 'in the closet', 'family']",69746,/isgsjiLnfHETxogQWfWXOaBqys7.jpg,The String,"['Claudia Cardinale', 'Antonin Stahly-Vishwanadan', 'Salim Kechiouche']",3,1,Mehdi Ben Attia
8587,['Drama'],"['surfing', 'sport']",137968,/ovqcCkgRDhbzGhpm2ih0afdUTJt.jpg,Drift,"['Sam Worthington', 'Xavier Samuel', 'Lesley-Ann Brandt', 'Sean Keenan']",7,3,Morgan O'Neill
8588,"['Horror', 'Thriller']","['soul', 'queen', 'anti hero', 'fantasy', 'prince', 'supernatural', 'frankenstein', 'good vs evil', 'gargoyles', 'fighting', 'demon', 'dark', 'imax', '3d']",100241,/7DhoIiGPXDhKHy4sjghAAOloPJM.jpg,"I, Frankenstein","['Aaron Eckhart', 'Yvonne Strahovski', 'Bill Nighy', 'Jai Courtney']",22,87,Stuart Beattie
8589,"['Drama', 'History', 'War']","['miniseries', 'woman director']",54102,/x5vVAvbyQ4GsbJClMMHdzbbjFPT.jpg,Generation Kill,"['Alexander Skarsgård', 'James Ransone', 'Lee Tergesen', 'Stark Sands']",6,9,Susanna White
8590,"['Drama', 'Comedy']","['pharmacist', 'dark comedy', 'trophy wife']",157099,/l7WXEkaZ0Uhhfzmatfktf5sbT7E.jpg,Better Living Through Chemistry,"['Olivia Wilde', 'Michelle Monaghan', 'Sam Rockwell', 'Ray Liotta']",10,6,Geoff Moore
8591,"['Thriller', 'Mystery']","['based on novel', 'infidelity', 'symbolism', 'professor', 'nightmare', 'delusion', 'surrealism', 'mental illness', 'dream sequence', 'doppelganger', 'lynchian']",181886,/aQkyFHzNzZoMhxZ7c0IaK8BljED.jpg,Enemy,"['Jake Gyllenhaal', 'Mélanie Laurent', 'Sarah Gadon', 'Isabella Rossellini']",15,13,Denis Villeneuve
8592,"['Action', 'Adventure', 'Animation', 'Science Fiction']","['dc comics', 'based on comic', 'super powers', 'woman director']",15359,/u6sI0yLJXkmrbSJzVRCmmfa4nhx.jpg,Wonder Woman,"['Keri Russell', 'Nathan Fillion', 'Alfred Molina', 'Rosario Dawson']",14,4,Lauren Montgomery
